fha_loans,state_abbr,state,,county_name,median_home_value,gse_type,gse_1,gse_2,gse_3,gse_4," gse_1,gse_2,gse_3,gse_4, ",limit_type,fha_1,fha_2,fha_3,fha_4,"fha_1,fha_2,fha_3,fha_4",
MS-121,MS, MISSISSIPPI ,121,RANKIN COUNTY,316000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-123,MS, MISSISSIPPI ,123,SCOTT COUNTY,134000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-125,MS, MISSISSIPPI ,125,SHARKEY COUNTY,81000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-127,MS, MISSISSIPPI ,127,SIMPSON COUNTY,316000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-129,MS, MISSISSIPPI ,129,SMITH COUNTY,138000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-131,MS, MISSISSIPPI ,131,STONE COUNTY,225000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-133,MS, MISSISSIPPI ,133,SUNFLOWER COUNTY,110000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-135,MS, MISSISSIPPI ,135,TALLAHATCHIE COUNTY,88000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-137,MS, MISSISSIPPI ,137,TATE COUNTY,303000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-139,MS, MISSISSIPPI ,139,TIPPAH COUNTY,113000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-141,MS, MISSISSIPPI ,141,TISHOMINGO COUNTY,123000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-143,MS, MISSISSIPPI ,143,TUNICA COUNTY,303000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-145,MS, MISSISSIPPI ,145,UNION COUNTY,143000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-147,MS, MISSISSIPPI ,147,WALTHALL COUNTY,159000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-149,MS, MISSISSIPPI ,149,WARREN COUNTY,169000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-151,MS, MISSISSIPPI ,151,WASHINGTON COUNTY,103000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-153,MS, MISSISSIPPI ,153,WAYNE COUNTY,100000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-155,MS, MISSISSIPPI ,155,WEBSTER COUNTY,248000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-157,MS, MISSISSIPPI ,157,WILKINSON COUNTY,90000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-159,MS, MISSISSIPPI ,159,WINSTON COUNTY,123000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-161,MS, MISSISSIPPI ,161,YALOBUSHA COUNTY,109000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MS-163,MS, MISSISSIPPI ,163,YAZOO COUNTY,316000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-001,MT, MONTANA ,001,BEAVERHEAD COUNTY,312000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-003,MT, MONTANA ,003,BIG HORN COUNTY,205000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-005,MT, MONTANA ,005,BLAINE COUNTY,146000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-007,MT, MONTANA ,007,BROADWATER COUNTY,434000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,499100,638950,772300,959800,"499100,638950,772300,959800",
MT-009,MT, MONTANA ,009,CARBON COUNTY,374000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-011,MT, MONTANA ,011,CARTER COUNTY,177000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-013,MT, MONTANA ,013,CASCADE COUNTY,260000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-015,MT, MONTANA ,015,CHOUTEAU COUNTY,251000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-017,MT, MONTANA ,017,CUSTER COUNTY,282000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-019,MT, MONTANA ,019,DANIELS COUNTY,266000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-021,MT, MONTANA ,021,DAWSON COUNTY,166000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-023,MT, MONTANA ,023,DEER LODGE COUNTY,206000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-025,MT, MONTANA ,025,FALLON COUNTY,150000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-027,MT, MONTANA ,027,FERGUS COUNTY,196000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-029,MT, MONTANA ,029,FLATHEAD COUNTY,481000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,553150,708150,855950,1063750,"553150,708150,855950,1063750",
MT-031,MT, MONTANA ,031,GALLATIN COUNTY,612000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,703800,901000,1089100,1353500,"703800,901000,1089100,1353500",
MT-033,MT, MONTANA ,033,GARFIELD COUNTY,251000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-035,MT, MONTANA ,035,GLACIER COUNTY,159000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-037,MT, MONTANA ,037,GOLDEN VALLEY COUNTY,174000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-039,MT, MONTANA ,039,GRANITE COUNTY,340000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-041,MT, MONTANA ,041,HILL COUNTY,248000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-043,MT, MONTANA ,043,JEFFERSON COUNTY,396000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-045,MT, MONTANA ,045,JUDITH BASIN COUNTY,219000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-047,MT, MONTANA ,047,LAKE COUNTY,352000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-049,MT, MONTANA ,049,LEWIS AND CLARK COUNTY,396000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-051,MT, MONTANA ,051,LIBERTY COUNTY,121000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-053,MT, MONTANA ,053,LINCOLN COUNTY,268000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-055,MT, MONTANA ,055,MCCONE COUNTY,137000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-057,MT, MONTANA ,057,MADISON COUNTY,372000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-059,MT, MONTANA ,059,MEAGHER COUNTY,186000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-061,MT, MONTANA ,061,MINERAL COUNTY,278000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-063,MT, MONTANA ,063,MISSOULA COUNTY,475000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,546250,699300,845300,1050500,"546250,699300,845300,1050500",
MT-065,MT, MONTANA ,065,MUSSELSHELL COUNTY,279000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-067,MT, MONTANA ,067,PARK COUNTY,469000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,539350,690450,834600,1037200,"539350,690450,834600,1037200",
MT-069,MT, MONTANA ,069,PETROLEUM COUNTY,71000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-071,MT, MONTANA ,071,PHILLIPS COUNTY,229000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-073,MT, MONTANA ,073,PONDERA COUNTY,192000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-075,MT, MONTANA ,075,POWDER RIVER COUNTY,53000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-077,MT, MONTANA ,077,POWELL COUNTY,238000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-079,MT, MONTANA ,079,PRAIRIE COUNTY,181000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-081,MT, MONTANA ,081,RAVALLI COUNTY,439000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,504850,646300,781200,970850,"504850,646300,781200,970850",
MT-083,MT, MONTANA ,083,RICHLAND COUNTY,370000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-085,MT, MONTANA ,085,ROOSEVELT COUNTY,235000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-087,MT, MONTANA ,087,ROSEBUD COUNTY,132000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-089,MT, MONTANA ,089,SANDERS COUNTY,250000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-091,MT, MONTANA ,091,SHERIDAN COUNTY,185000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-093,MT, MONTANA ,093,SILVER BOW COUNTY,250000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-095,MT, MONTANA ,095,STILLWATER COUNTY,374000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-097,MT, MONTANA ,097,SWEET GRASS COUNTY,347000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-099,MT, MONTANA ,099,TETON COUNTY,301000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-101,MT, MONTANA ,101,TOOLE COUNTY,138000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-103,MT, MONTANA ,103,TREASURE COUNTY,261000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-105,MT, MONTANA ,105,VALLEY COUNTY,243000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-107,MT, MONTANA ,107,WHEATLAND COUNTY,189000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-109,MT, MONTANA ,109,WIBAUX COUNTY,192000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
MT-111,MT, MONTANA ,111,YELLOWSTONE COUNTY,374000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-001,NC, NORTH CAROLINA ,001,ALAMANCE COUNTY,240000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-003,NC, NORTH CAROLINA ,003,ALEXANDER COUNTY,205000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-005,NC, NORTH CAROLINA ,005,ALLEGHANY COUNTY,94000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-007,NC, NORTH CAROLINA ,007,ANSON COUNTY,395000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-009,NC, NORTH CAROLINA ,009,ASHE COUNTY,111000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-011,NC, NORTH CAROLINA ,011,AVERY COUNTY,200000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-013,NC, NORTH CAROLINA ,013,BEAUFORT COUNTY,172000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-015,NC, NORTH CAROLINA ,015,BERTIE COUNTY,65000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-017,NC, NORTH CAROLINA ,017,BLADEN COUNTY,95000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-019,NC, NORTH CAROLINA ,019,BRUNSWICK COUNTY,311000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-021,NC, NORTH CAROLINA ,021,BUNCOMBE COUNTY,394000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-023,NC, NORTH CAROLINA ,023,BURKE COUNTY,205000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-025,NC, NORTH CAROLINA ,025,CABARRUS COUNTY,395000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-027,NC, NORTH CAROLINA ,027,CALDWELL COUNTY,205000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-029,NC, NORTH CAROLINA ,029,CAMDEN COUNTY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
NC-031,NC, NORTH CAROLINA ,031,CARTERET COUNTY,311000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-033,NC, NORTH CAROLINA ,033,CASWELL COUNTY,117000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-035,NC, NORTH CAROLINA ,035,CATAWBA COUNTY,205000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-037,NC, NORTH CAROLINA ,037,CHATHAM COUNTY,524000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,602600,771450,932500,1158850,"602600,771450,932500,1158850",
NC-039,NC, NORTH CAROLINA ,039,CHEROKEE COUNTY,169000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-041,NC, NORTH CAROLINA ,041,CHOWAN COUNTY,210000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-043,NC, NORTH CAROLINA ,043,CLAY COUNTY,195000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-045,NC, NORTH CAROLINA ,045,CLEVELAND COUNTY,157000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-047,NC, NORTH CAROLINA ,047,COLUMBUS COUNTY,100000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-049,NC, NORTH CAROLINA ,049,CRAVEN COUNTY,230000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-051,NC, NORTH CAROLINA ,051,CUMBERLAND COUNTY,265000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-053,NC, NORTH CAROLINA ,053,CURRITUCK COUNTY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
NC-055,NC, NORTH CAROLINA ,055,DARE COUNTY,525000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,603750,772900,934250,1161050,"603750,772900,934250,1161050",
NC-057,NC, NORTH CAROLINA ,057,DAVIDSON COUNTY,250000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-059,NC, NORTH CAROLINA ,059,DAVIE COUNTY,250000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-061,NC, NORTH CAROLINA ,061,DUPLIN COUNTY,115000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-063,NC, NORTH CAROLINA ,063,DURHAM COUNTY,524000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,602600,771450,932500,1158850,"602600,771450,932500,1158850",
NC-065,NC, NORTH CAROLINA ,065,EDGECOMBE COUNTY,203000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-067,NC, NORTH CAROLINA ,067,FORSYTH COUNTY,250000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-069,NC, NORTH CAROLINA ,069,FRANKLIN COUNTY,437000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,502550,643350,777650,966450,"502550,643350,777650,966450",
NC-071,NC, NORTH CAROLINA ,071,GASTON COUNTY,395000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-073,NC, NORTH CAROLINA ,073,GATES COUNTY,441000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,507150,649250,784800,975300,"507150,649250,784800,975300",
NC-075,NC, NORTH CAROLINA ,075,GRAHAM COUNTY,150000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-077,NC, NORTH CAROLINA ,077,GRANVILLE COUNTY,524000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,602600,771450,932500,1158850,"602600,771450,932500,1158850",
NC-079,NC, NORTH CAROLINA ,079,GREENE COUNTY,105000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-081,NC, NORTH CAROLINA ,081,GUILFORD COUNTY,240000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-083,NC, NORTH CAROLINA ,083,HALIFAX COUNTY,90000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-085,NC, NORTH CAROLINA ,085,HARNETT COUNTY,265000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-087,NC, NORTH CAROLINA ,087,HAYWOOD COUNTY,394000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-089,NC, NORTH CAROLINA ,089,HENDERSON COUNTY,394000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-091,NC, NORTH CAROLINA ,091,HERTFORD COUNTY,80000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-093,NC, NORTH CAROLINA ,093,HOKE COUNTY,265000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-095,NC, NORTH CAROLINA ,095,HYDE COUNTY,175000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,483000,618300,747400,928850,"483000,618300,747400,928850",
NC-097,NC, NORTH CAROLINA ,097,IREDELL COUNTY,395000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-099,NC, NORTH CAROLINA ,099,JACKSON COUNTY,275000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-101,NC, NORTH CAROLINA ,101,JOHNSTON COUNTY,437000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,502550,643350,777650,966450,"502550,643350,777650,966450",
NC-103,NC, NORTH CAROLINA ,103,JONES COUNTY,230000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-105,NC, NORTH CAROLINA ,105,LEE COUNTY,233000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-107,NC, NORTH CAROLINA ,107,LENOIR COUNTY,117000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-109,NC, NORTH CAROLINA ,109,LINCOLN COUNTY,395000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-111,NC, NORTH CAROLINA ,111,MCDOWELL COUNTY,135000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-113,NC, NORTH CAROLINA ,113,MACON COUNTY,230000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-115,NC, NORTH CAROLINA ,115,MADISON COUNTY,394000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-117,NC, NORTH CAROLINA ,117,MARTIN COUNTY,80000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-119,NC, NORTH CAROLINA ,119,MECKLENBURG COUNTY,395000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-121,NC, NORTH CAROLINA ,121,MITCHELL COUNTY,150000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-123,NC, NORTH CAROLINA ,123,MONTGOMERY COUNTY,109000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-125,NC, NORTH CAROLINA ,125,MOORE COUNTY,350000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-127,NC, NORTH CAROLINA ,127,NASH COUNTY,203000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-129,NC, NORTH CAROLINA ,129,NEW HANOVER COUNTY,350000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-131,NC, NORTH CAROLINA ,131,NORTHAMPTON COUNTY,90000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
