fha_loans,state_abbr,state,,county_name,median_home_value,gse_type,gse_1,gse_2,gse_3,gse_4," gse_1,gse_2,gse_3,gse_4, ",limit_type,fha_1,fha_2,fha_3,fha_4,"fha_1,fha_2,fha_3,fha_4",
NC-133,NC, NORTH CAROLINA ,133,ONSLOW COUNTY,224000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-135,NC, NORTH CAROLINA ,135,ORANGE COUNTY,524000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,602600,771450,932500,1158850,"602600,771450,932500,1158850",
NC-137,NC, NORTH CAROLINA ,137,PAMLICO COUNTY,230000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-139,NC, NORTH CAROLINA ,139,PASQUOTANK COUNTY,203000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,805000,1030550,1245700,1548100,"805000,1030550,1245700,1548100",
NC-141,NC, NORTH CAROLINA ,141,PENDER COUNTY,350000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-143,NC, NORTH CAROLINA ,143,PERQUIMANS COUNTY,203000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,805000,1030550,1245700,1548100,"805000,1030550,1245700,1548100",
NC-145,NC, NORTH CAROLINA ,145,PERSON COUNTY,524000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,602600,771450,932500,1158850,"602600,771450,932500,1158850",
NC-147,NC, NORTH CAROLINA ,147,PITT COUNTY,220000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-149,NC, NORTH CAROLINA ,149,POLK COUNTY,310000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-151,NC, NORTH CAROLINA ,151,RANDOLPH COUNTY,240000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-153,NC, NORTH CAROLINA ,153,RICHMOND COUNTY,100000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-155,NC, NORTH CAROLINA ,155,ROBESON COUNTY,98000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-157,NC, NORTH CAROLINA ,157,ROCKINGHAM COUNTY,240000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-159,NC, NORTH CAROLINA ,159,ROWAN COUNTY,395000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-161,NC, NORTH CAROLINA ,161,RUTHERFORD COUNTY,200000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-163,NC, NORTH CAROLINA ,163,SAMPSON COUNTY,95000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-165,NC, NORTH CAROLINA ,165,SCOTLAND COUNTY,84000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-167,NC, NORTH CAROLINA ,167,STANLY COUNTY,210000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-169,NC, NORTH CAROLINA ,169,STOKES COUNTY,250000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-171,NC, NORTH CAROLINA ,171,SURRY COUNTY,130000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-173,NC, NORTH CAROLINA ,173,SWAIN COUNTY,275000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-175,NC, NORTH CAROLINA ,175,TRANSYLVANIA COUNTY,310000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-177,NC, NORTH CAROLINA ,177,TYRRELL COUNTY,105000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-179,NC, NORTH CAROLINA ,179,UNION COUNTY,395000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-181,NC, NORTH CAROLINA ,181,VANCE COUNTY,125000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-183,NC, NORTH CAROLINA ,183,WAKE COUNTY,437000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", H ,502550,643350,777650,966450,"502550,643350,777650,966450",
NC-185,NC, NORTH CAROLINA ,185,WARREN COUNTY,158000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-187,NC, NORTH CAROLINA ,187,WASHINGTON COUNTY,89000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-189,NC, NORTH CAROLINA ,189,WATAUGA COUNTY,344000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-191,NC, NORTH CAROLINA ,191,WAYNE COUNTY,168000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-193,NC, NORTH CAROLINA ,193,WILKES COUNTY,150000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-195,NC, NORTH CAROLINA ,195,WILSON COUNTY,163000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-197,NC, NORTH CAROLINA ,197,YADKIN COUNTY,250000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NC-199,NC, NORTH CAROLINA ,199,YANCEY COUNTY,215000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-001,ND, NORTH DAKOTA ,001,ADAMS COUNTY,114000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-003,ND, NORTH DAKOTA ,003,BARNES COUNTY,135000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-005,ND, NORTH DAKOTA ,005,BENSON COUNTY,107000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-007,ND, NORTH DAKOTA ,007,BILLINGS COUNTY,329000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-009,ND, NORTH DAKOTA ,009,BOTTINEAU COUNTY,150000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-011,ND, NORTH DAKOTA ,011,BOWMAN COUNTY,118000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-013,ND, NORTH DAKOTA ,013,BURKE COUNTY,51000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-015,ND, NORTH DAKOTA ,015,BURLEIGH COUNTY,296000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-017,ND, NORTH DAKOTA ,017,CASS COUNTY,280000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-019,ND, NORTH DAKOTA ,019,CAVALIER COUNTY,105000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-021,ND, NORTH DAKOTA ,021,DICKEY COUNTY,128000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-023,ND, NORTH DAKOTA ,023,DIVIDE COUNTY,68000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-025,ND, NORTH DAKOTA ,025,DUNN COUNTY,223000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-027,ND, NORTH DAKOTA ,027,EDDY COUNTY,42000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-029,ND, NORTH DAKOTA ,029,EMMONS COUNTY,95000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-031,ND, NORTH DAKOTA ,031,FOSTER COUNTY,132000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-033,ND, NORTH DAKOTA ,033,GOLDEN VALLEY COUNTY,60000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-035,ND, NORTH DAKOTA ,035,GRAND FORKS COUNTY,248000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-037,ND, NORTH DAKOTA ,037,GRANT COUNTY,60000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-039,ND, NORTH DAKOTA ,039,GRIGGS COUNTY,65000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-041,ND, NORTH DAKOTA ,041,HETTINGER COUNTY,125000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-043,ND, NORTH DAKOTA ,043,KIDDER COUNTY,113000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-045,ND, NORTH DAKOTA ,045,LAMOURE COUNTY,65000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-047,ND, NORTH DAKOTA ,047,LOGAN COUNTY,60000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-049,ND, NORTH DAKOTA ,049,MCHENRY COUNTY,240000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-051,ND, NORTH DAKOTA ,051,MCINTOSH COUNTY,129000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-053,ND, NORTH DAKOTA ,053,MCKENZIE COUNTY,275000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-055,ND, NORTH DAKOTA ,055,MCLEAN COUNTY,147000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-057,ND, NORTH DAKOTA ,057,MERCER COUNTY,143000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-059,ND, NORTH DAKOTA ,059,MORTON COUNTY,296000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-061,ND, NORTH DAKOTA ,061,MOUNTRAIL COUNTY,165000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-063,ND, NORTH DAKOTA ,063,NELSON COUNTY,78000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-065,ND, NORTH DAKOTA ,065,OLIVER COUNTY,296000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-067,ND, NORTH DAKOTA ,067,PEMBINA COUNTY,97000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-069,ND, NORTH DAKOTA ,069,PIERCE COUNTY,130000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-071,ND, NORTH DAKOTA ,071,RAMSEY COUNTY,165000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-073,ND, NORTH DAKOTA ,073,RANSOM COUNTY,139000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-075,ND, NORTH DAKOTA ,075,RENVILLE COUNTY,240000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-077,ND, NORTH DAKOTA ,077,RICHLAND COUNTY,168000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-079,ND, NORTH DAKOTA ,079,ROLETTE COUNTY,90000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-081,ND, NORTH DAKOTA ,081,SARGENT COUNTY,115000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-083,ND, NORTH DAKOTA ,083,SHERIDAN COUNTY,25000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-085,ND, NORTH DAKOTA ,085,SIOUX COUNTY,99000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-087,ND, NORTH DAKOTA ,087,SLOPE COUNTY,129000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-089,ND, NORTH DAKOTA ,089,STARK COUNTY,329000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-091,ND, NORTH DAKOTA ,091,STEELE COUNTY,125000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-093,ND, NORTH DAKOTA ,093,STUTSMAN COUNTY,178000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-095,ND, NORTH DAKOTA ,095,TOWNER COUNTY,62000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-097,ND, NORTH DAKOTA ,097,TRAILL COUNTY,154000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-099,ND, NORTH DAKOTA ,099,WALSH COUNTY,130000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-101,ND, NORTH DAKOTA ,101,WARD COUNTY,240000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-103,ND, NORTH DAKOTA ,103,WELLS COUNTY,68000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
ND-105,ND, NORTH DAKOTA ,105,WILLIAMS COUNTY,285000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-001,NE, NEBRASKA ,001,ADAMS COUNTY,150000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-003,NE, NEBRASKA ,003,ANTELOPE COUNTY,60000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-005,NE, NEBRASKA ,005,ARTHUR COUNTY,191000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-007,NE, NEBRASKA ,007,BANNER COUNTY,231000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-009,NE, NEBRASKA ,009,BLAINE COUNTY,104000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-011,NE, NEBRASKA ,011,BOONE COUNTY,176000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-013,NE, NEBRASKA ,013,BOX BUTTE COUNTY,76000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-015,NE, NEBRASKA ,015,BOYD COUNTY,30000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-017,NE, NEBRASKA ,017,BROWN COUNTY,72000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-019,NE, NEBRASKA ,019,BUFFALO COUNTY,218000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-021,NE, NEBRASKA ,021,BURT COUNTY,100000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-023,NE, NEBRASKA ,023,BUTLER COUNTY,131000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-025,NE, NEBRASKA ,025,CASS COUNTY,289000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-027,NE, NEBRASKA ,027,CEDAR COUNTY,163000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-029,NE, NEBRASKA ,029,CHASE COUNTY,186000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-031,NE, NEBRASKA ,031,CHERRY COUNTY,167000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-033,NE, NEBRASKA ,033,CHEYENNE COUNTY,132000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-035,NE, NEBRASKA ,035,CLAY COUNTY,93000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
NE-037,NE, NEBRASKA ,037,COLFAX COUNTY,103000,,726200,929850,1123900,1396800," 726200,929850,1123900,1396800, ", S ,472030,604400,730525,907900,"472030,604400,730525,907900",
